"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","GFCF","TOT","MLN_USD","A","1990",74784.6534,
"AUS","GFCF","TOT","MLN_USD","A","1991",71741.2341,
"AUS","GFCF","TOT","MLN_USD","A","1992",78615.2178,
"AUS","GFCF","TOT","MLN_USD","A","1993",85285.2741,
"AUS","GFCF","TOT","MLN_USD","A","1994",95707.1833,
"AUS","GFCF","TOT","MLN_USD","A","1995",97796.2924,
"AUS","GFCF","TOT","MLN_USD","A","1996",102200.0169,
"AUS","GFCF","TOT","MLN_USD","A","1997",113434.7713,
"AUS","GFCF","TOT","MLN_USD","A","1998",121615.3764,
"AUS","GFCF","TOT","MLN_USD","A","1999",132601.8736,
"AUS","GFCF","TOT","MLN_USD","A","2000",125543.2913,
"AUS","GFCF","TOT","MLN_USD","A","2001",138456.6155,
"AUS","GFCF","TOT","MLN_USD","A","2002",156342.3765,
"AUS","GFCF","TOT","MLN_USD","A","2003",169120.8218,
"AUS","GFCF","TOT","MLN_USD","A","2004",182470.4419,
"AUS","GFCF","TOT","MLN_USD","A","2005",201426.034,
"AUS","GFCF","TOT","MLN_USD","A","2006",214921.8492,
"AUS","GFCF","TOT","MLN_USD","A","2007",237480.3058,
"AUS","GFCF","TOT","MLN_USD","A","2008",239967.2421,
"AUS","GFCF","TOT","MLN_USD","A","2009",249573.3655,
"AUS","GFCF","TOT","MLN_USD","A","2010",250445.3553,
"AUS","GFCF","TOT","MLN_USD","A","2011",276219.5316,
"AUS","GFCF","TOT","MLN_USD","A","2012",280732.2518,
"AUS","GFCF","TOT","MLN_USD","A","2013",300261.7717,
"AUS","GFCF","TOT","MLN_USD","A","2014",295377.8077,
"AUS","GFCF","TOT","MLN_USD","A","2015",288527.2877,
"AUS","GFCF","TOT","MLN_USD","A","2016",285765.5175,"E"
"AUT","GFCF","TOT","MLN_USD","A","1970",7809.5224,"E"
"AUT","GFCF","TOT","MLN_USD","A","1971",9294.4278,"E"
"AUT","GFCF","TOT","MLN_USD","A","1972",11171.2165,"E"
"AUT","GFCF","TOT","MLN_USD","A","1973",11658.5276,"E"
"AUT","GFCF","TOT","MLN_USD","A","1974",13157.1072,"E"
"AUT","GFCF","TOT","MLN_USD","A","1975",13442.3252,"E"
"AUT","GFCF","TOT","MLN_USD","A","1976",14482.8884,"E"
"AUT","GFCF","TOT","MLN_USD","A","1977",16668.7472,"E"
"AUT","GFCF","TOT","MLN_USD","A","1978",16561.4367,"E"
"AUT","GFCF","TOT","MLN_USD","A","1979",19085.2837,"E"
"AUT","GFCF","TOT","MLN_USD","A","1980",21743.2765,"E"
"AUT","GFCF","TOT","MLN_USD","A","1981",23660.1469,"E"
"AUT","GFCF","TOT","MLN_USD","A","1982",23122.9561,"E"
"AUT","GFCF","TOT","MLN_USD","A","1983",23878.8173,"E"
"AUT","GFCF","TOT","MLN_USD","A","1984",24219.2844,"E"
"AUT","GFCF","TOT","MLN_USD","A","1985",26313.8336,"E"
"AUT","GFCF","TOT","MLN_USD","A","1986",27222.0861,"E"
"AUT","GFCF","TOT","MLN_USD","A","1987",28974.3119,"E"
"AUT","GFCF","TOT","MLN_USD","A","1988",31933.0932,"E"
"AUT","GFCF","TOT","MLN_USD","A","1989",34817.4358,"E"
"AUT","GFCF","TOT","MLN_USD","A","1990",37969.1746,"E"
"AUT","GFCF","TOT","MLN_USD","A","1991",42302.7398,"E"
"AUT","GFCF","TOT","MLN_USD","A","1992",43485.4918,"E"
"AUT","GFCF","TOT","MLN_USD","A","1993",43873.0515,"E"
"AUT","GFCF","TOT","MLN_USD","A","1994",47039.7188,"E"
"AUT","GFCF","TOT","MLN_USD","A","1995",47676.7264,
"AUT","GFCF","TOT","MLN_USD","A","1996",50496.3587,
"AUT","GFCF","TOT","MLN_USD","A","1997",51563.537,
"AUT","GFCF","TOT","MLN_USD","A","1998",54236.4152,
"AUT","GFCF","TOT","MLN_USD","A","1999",55134.7278,
"AUT","GFCF","TOT","MLN_USD","A","2000",60324.7669,
"AUT","GFCF","TOT","MLN_USD","A","2001",59383.4805,
"AUT","GFCF","TOT","MLN_USD","A","2002",59242.2227,
"AUT","GFCF","TOT","MLN_USD","A","2003",62777.693,
"AUT","GFCF","TOT","MLN_USD","A","2004",65005.728,
"AUT","GFCF","TOT","MLN_USD","A","2005",66302.3221,
"AUT","GFCF","TOT","MLN_USD","A","2006",70220.9966,
"AUT","GFCF","TOT","MLN_USD","A","2007",74691.7057,
"AUT","GFCF","TOT","MLN_USD","A","2008",79875.1375,
"AUT","GFCF","TOT","MLN_USD","A","2009",76352.5893,
"AUT","GFCF","TOT","MLN_USD","A","2010",75852.0494,
"AUT","GFCF","TOT","MLN_USD","A","2011",83497.7549,
"AUT","GFCF","TOT","MLN_USD","A","2012",88397.6869,
"AUT","GFCF","TOT","MLN_USD","A","2013",93621.3812,
"AUT","GFCF","TOT","MLN_USD","A","2014",94424.4223,
"AUT","GFCF","TOT","MLN_USD","A","2015",96457.0494,
"AUT","GFCF","TOT","MLN_USD","A","2016",100608.4162,
"BEL","GFCF","TOT","MLN_USD","A","1970",10152.5718,"E"
"BEL","GFCF","TOT","MLN_USD","A","1971",10760.5286,"E"
"BEL","GFCF","TOT","MLN_USD","A","1972",11418.9111,"E"
"BEL","GFCF","TOT","MLN_USD","A","1973",12808.5635,"E"
"BEL","GFCF","TOT","MLN_USD","A","1974",15432.186,"E"
"BEL","GFCF","TOT","MLN_USD","A","1975",16441.6818,"E"
"BEL","GFCF","TOT","MLN_USD","A","1976",17939.1811,"E"
"BEL","GFCF","TOT","MLN_USD","A","1977",18793.1147,"E"
"BEL","GFCF","TOT","MLN_USD","A","1978",20684.3826,"E"
"BEL","GFCF","TOT","MLN_USD","A","1979",21875.8996,"E"
"BEL","GFCF","TOT","MLN_USD","A","1980",25394.82,"E"
"BEL","GFCF","TOT","MLN_USD","A","1981",24049.7746,"E"
"BEL","GFCF","TOT","MLN_USD","A","1982",24188.8955,"E"
"BEL","GFCF","TOT","MLN_USD","A","1983",23264.9697,"E"
"BEL","GFCF","TOT","MLN_USD","A","1984",24218.3385,"E"
"BEL","GFCF","TOT","MLN_USD","A","1985",26035.3767,"E"
"BEL","GFCF","TOT","MLN_USD","A","1986",26820.159,"E"
"BEL","GFCF","TOT","MLN_USD","A","1987",28806.8043,"E"
"BEL","GFCF","TOT","MLN_USD","A","1988",34437.6429,"E"
"BEL","GFCF","TOT","MLN_USD","A","1989",40110.6445,"E"
"BEL","GFCF","TOT","MLN_USD","A","1990",45048.1051,"E"
"BEL","GFCF","TOT","MLN_USD","A","1991",44260.495,"E"
"BEL","GFCF","TOT","MLN_USD","A","1992",45359.8298,"E"
"BEL","GFCF","TOT","MLN_USD","A","1993",44368.8529,"E"
"BEL","GFCF","TOT","MLN_USD","A","1994",45635.2161,"E"
"BEL","GFCF","TOT","MLN_USD","A","1995",48691.6152,
"BEL","GFCF","TOT","MLN_USD","A","1996",49521.3545,
"BEL","GFCF","TOT","MLN_USD","A","1997",53437.4104,
"BEL","GFCF","TOT","MLN_USD","A","1998",54922.1126,
"BEL","GFCF","TOT","MLN_USD","A","1999",58375.8344,
"BEL","GFCF","TOT","MLN_USD","A","2000",64478.0234,
"BEL","GFCF","TOT","MLN_USD","A","2001",66924.6659,
"BEL","GFCF","TOT","MLN_USD","A","2002",65078.3439,
"BEL","GFCF","TOT","MLN_USD","A","2003",65861.4931,
"BEL","GFCF","TOT","MLN_USD","A","2004",71783.8172,
"BEL","GFCF","TOT","MLN_USD","A","2005",77390.933,
"BEL","GFCF","TOT","MLN_USD","A","2006",83451.6101,
"BEL","GFCF","TOT","MLN_USD","A","2007",90998.669,
"BEL","GFCF","TOT","MLN_USD","A","2008",97914.2654,
"BEL","GFCF","TOT","MLN_USD","A","2009",92784.5434,
"BEL","GFCF","TOT","MLN_USD","A","2010",95399.4556,
"BEL","GFCF","TOT","MLN_USD","A","2011",102906.9003,
"BEL","GFCF","TOT","MLN_USD","A","2012",106638.8536,
"BEL","GFCF","TOT","MLN_USD","A","2013",107848.3833,
"BEL","GFCF","TOT","MLN_USD","A","2014",115648.8053,
"BEL","GFCF","TOT","MLN_USD","A","2015",119305.0358,
"BEL","GFCF","TOT","MLN_USD","A","2016",123789.0868,
"CAN","GFCF","TOT","MLN_USD","A","1970",21469.0006,"E"
"CAN","GFCF","TOT","MLN_USD","A","1971",24400.4217,"E"
"CAN","GFCF","TOT","MLN_USD","A","1972",26574.8315,"E"
"CAN","GFCF","TOT","MLN_USD","A","1973",30812.0299,"E"
"CAN","GFCF","TOT","MLN_USD","A","1974",36229.6395,"E"
"CAN","GFCF","TOT","MLN_USD","A","1975",41698.1155,"E"
"CAN","GFCF","TOT","MLN_USD","A","1976",44801.6946,"E"
"CAN","GFCF","TOT","MLN_USD","A","1977",47938.253,"E"
"CAN","GFCF","TOT","MLN_USD","A","1978",52501.2249,"E"
"CAN","GFCF","TOT","MLN_USD","A","1979",59998.2122,"E"
"CAN","GFCF","TOT","MLN_USD","A","1980",67904.5989,"E"
"CAN","GFCF","TOT","MLN_USD","A","1981",81291.0282,
"CAN","GFCF","TOT","MLN_USD","A","1982",75403.0122,
"CAN","GFCF","TOT","MLN_USD","A","1983",74928.4125,
"CAN","GFCF","TOT","MLN_USD","A","1984",78801.2983,
"CAN","GFCF","TOT","MLN_USD","A","1985",87494.1012,
"CAN","GFCF","TOT","MLN_USD","A","1986",92664.7215,
"CAN","GFCF","TOT","MLN_USD","A","1987",102799.632,
"CAN","GFCF","TOT","MLN_USD","A","1988",114993.1191,
"CAN","GFCF","TOT","MLN_USD","A","1989",124015.8288,
"CAN","GFCF","TOT","MLN_USD","A","1990",121727.4505,
"CAN","GFCF","TOT","MLN_USD","A","1991",114931.4571,
"CAN","GFCF","TOT","MLN_USD","A","1992",113423.0256,
"CAN","GFCF","TOT","MLN_USD","A","1993",114711.2501,
"CAN","GFCF","TOT","MLN_USD","A","1994",127238.778,
"CAN","GFCF","TOT","MLN_USD","A","1995",126180.1227,
"CAN","GFCF","TOT","MLN_USD","A","1996",133834.4052,
"CAN","GFCF","TOT","MLN_USD","A","1997",153227.4417,
"CAN","GFCF","TOT","MLN_USD","A","1998",162946.5094,
"CAN","GFCF","TOT","MLN_USD","A","1999",170893.7614,
"CAN","GFCF","TOT","MLN_USD","A","2000",176594.903,
"CAN","GFCF","TOT","MLN_USD","A","2001",189035.1448,
"CAN","GFCF","TOT","MLN_USD","A","2002",193957.1322,
"CAN","GFCF","TOT","MLN_USD","A","2003",204773.0024,
"CAN","GFCF","TOT","MLN_USD","A","2004",226212.91,
"CAN","GFCF","TOT","MLN_USD","A","2005",255787.522,
"CAN","GFCF","TOT","MLN_USD","A","2006",284148.126,
"CAN","GFCF","TOT","MLN_USD","A","2007",303539.3893,
"CAN","GFCF","TOT","MLN_USD","A","2008",315047.0999,
"CAN","GFCF","TOT","MLN_USD","A","2009",291728.6789,
"CAN","GFCF","TOT","MLN_USD","A","2010",320091.7222,
"CAN","GFCF","TOT","MLN_USD","A","2011",336389.8434,
"CAN","GFCF","TOT","MLN_USD","A","2012",359598.7056,
"CAN","GFCF","TOT","MLN_USD","A","2013",375899.3596,
"CAN","GFCF","TOT","MLN_USD","A","2014",387349.2154,
"CAN","GFCF","TOT","MLN_USD","A","2015",375414.5303,
"CAN","GFCF","TOT","MLN_USD","A","2016",367379.8384,
"CZE","GFCF","TOT","MLN_USD","A","1990",32092.6828,"E"
"CZE","GFCF","TOT","MLN_USD","A","1991",27910.0072,"E"
"CZE","GFCF","TOT","MLN_USD","A","1992",32912.193,"E"
"CZE","GFCF","TOT","MLN_USD","A","1993",34286.2611,"E"
"CZE","GFCF","TOT","MLN_USD","A","1994",37968.5073,"E"
"CZE","GFCF","TOT","MLN_USD","A","1995",47287.0842,
"CZE","GFCF","TOT","MLN_USD","A","1996",51015.4838,
"CZE","GFCF","TOT","MLN_USD","A","1997",48458.8747,
"CZE","GFCF","TOT","MLN_USD","A","1998",46622.1806,
"CZE","GFCF","TOT","MLN_USD","A","1999",46325.9389,
"CZE","GFCF","TOT","MLN_USD","A","2000",50757.3662,
"CZE","GFCF","TOT","MLN_USD","A","2001",54824.159,
"CZE","GFCF","TOT","MLN_USD","A","2002",54247.3761,
"CZE","GFCF","TOT","MLN_USD","A","2003",56916.4412,
"CZE","GFCF","TOT","MLN_USD","A","2004",59669.195,
"CZE","GFCF","TOT","MLN_USD","A","2005",63302.1428,
"CZE","GFCF","TOT","MLN_USD","A","2006",68166.5503,
"CZE","GFCF","TOT","MLN_USD","A","2007",79302.8424,
"CZE","GFCF","TOT","MLN_USD","A","2008",83726.6684,
"CZE","GFCF","TOT","MLN_USD","A","2009",78058.7919,
"CZE","GFCF","TOT","MLN_USD","A","2010",78127.5916,
"CZE","GFCF","TOT","MLN_USD","A","2011",79954.4866,
"CZE","GFCF","TOT","MLN_USD","A","2012",79107.147,
"CZE","GFCF","TOT","MLN_USD","A","2013",80333.7701,
"CZE","GFCF","TOT","MLN_USD","A","2014",85588.1479,
"CZE","GFCF","TOT","MLN_USD","A","2015",95031.4866,
"CZE","GFCF","TOT","MLN_USD","A","2016",92645.146,
"DNK","GFCF","TOT","MLN_USD","A","1966",4083.3276,
"DNK","GFCF","TOT","MLN_USD","A","1967",4393.9943,
"DNK","GFCF","TOT","MLN_USD","A","1968",4678.8618,
"DNK","GFCF","TOT","MLN_USD","A","1969",5539.3855,
"DNK","GFCF","TOT","MLN_USD","A","1970",5296.7026,
"DNK","GFCF","TOT","MLN_USD","A","1971",5608.6284,
"DNK","GFCF","TOT","MLN_USD","A","1972",6360.5679,
"DNK","GFCF","TOT","MLN_USD","A","1973",6949.7652,
"DNK","GFCF","TOT","MLN_USD","A","1974",7235.8379,
"DNK","GFCF","TOT","MLN_USD","A","1975",7004.8237,
"DNK","GFCF","TOT","MLN_USD","A","1976",8481.1963,
"DNK","GFCF","TOT","MLN_USD","A","1977",8888.4481,
"DNK","GFCF","TOT","MLN_USD","A","1978",9543.4236,
"DNK","GFCF","TOT","MLN_USD","A","1979",10421.0419,
"DNK","GFCF","TOT","MLN_USD","A","1980",10352.6935,
"DNK","GFCF","TOT","MLN_USD","A","1981",9467.544,
"DNK","GFCF","TOT","MLN_USD","A","1982",10825.0741,
"DNK","GFCF","TOT","MLN_USD","A","1983",11703.5331,
"DNK","GFCF","TOT","MLN_USD","A","1984",13238.1874,
"DNK","GFCF","TOT","MLN_USD","A","1985",15447.9893,
"DNK","GFCF","TOT","MLN_USD","A","1986",18065.0825,
"DNK","GFCF","TOT","MLN_USD","A","1987",18404.062,
"DNK","GFCF","TOT","MLN_USD","A","1988",17740.4572,
"DNK","GFCF","TOT","MLN_USD","A","1989",18480.6961,
"DNK","GFCF","TOT","MLN_USD","A","1990",19117.7827,
"DNK","GFCF","TOT","MLN_USD","A","1991",19204.478,
"DNK","GFCF","TOT","MLN_USD","A","1992",19115.3721,
"DNK","GFCF","TOT","MLN_USD","A","1993",18916.9272,
"DNK","GFCF","TOT","MLN_USD","A","1994",20622.2007,
"DNK","GFCF","TOT","MLN_USD","A","1995",23080.7549,
"DNK","GFCF","TOT","MLN_USD","A","1996",24466.765,
"DNK","GFCF","TOT","MLN_USD","A","1997",27401.1547,
"DNK","GFCF","TOT","MLN_USD","A","1998",29498.6243,
"DNK","GFCF","TOT","MLN_USD","A","1999",29674.2298,
"DNK","GFCF","TOT","MLN_USD","A","2000",32890.9226,
"DNK","GFCF","TOT","MLN_USD","A","2001",33696.8664,
"DNK","GFCF","TOT","MLN_USD","A","2002",33996.5437,
"DNK","GFCF","TOT","MLN_USD","A","2003",34349.7782,
"DNK","GFCF","TOT","MLN_USD","A","2004",36775.7202,
"DNK","GFCF","TOT","MLN_USD","A","2005",39186.4668,
"DNK","GFCF","TOT","MLN_USD","A","2006",47221.1634,
"DNK","GFCF","TOT","MLN_USD","A","2007",50022.5755,
"DNK","GFCF","TOT","MLN_USD","A","2008",52029.3757,
"DNK","GFCF","TOT","MLN_USD","A","2009",44982.2161,
"DNK","GFCF","TOT","MLN_USD","A","2010",43293.3642,
"DNK","GFCF","TOT","MLN_USD","A","2011",44914.798,
"DNK","GFCF","TOT","MLN_USD","A","2012",47042.7789,
"DNK","GFCF","TOT","MLN_USD","A","2013",49987.4527,
"DNK","GFCF","TOT","MLN_USD","A","2014",51803.8298,
"DNK","GFCF","TOT","MLN_USD","A","2015",54221.8619,
"DNK","GFCF","TOT","MLN_USD","A","2016",58278.0022,
"FIN","GFCF","TOT","MLN_USD","A","1970",4361.6868,"E"
"FIN","GFCF","TOT","MLN_USD","A","1971",4911.857,"E"
"FIN","GFCF","TOT","MLN_USD","A","1972",5607.2979,"E"
"FIN","GFCF","TOT","MLN_USD","A","1973",6531.4646,"E"
"FIN","GFCF","TOT","MLN_USD","A","1974",7620.7225,"E"
"FIN","GFCF","TOT","MLN_USD","A","1975",8928.026,"E"
"FIN","GFCF","TOT","MLN_USD","A","1976",8443.2035,"E"
"FIN","GFCF","TOT","MLN_USD","A","1977",8773.7556,"E"
"FIN","GFCF","TOT","MLN_USD","A","1978",8570.3611,"E"
"FIN","GFCF","TOT","MLN_USD","A","1979",9679.7999,"E"
"FIN","GFCF","TOT","MLN_USD","A","1980",12049.2501,
"FIN","GFCF","TOT","MLN_USD","A","1981",13249.2358,
"FIN","GFCF","TOT","MLN_USD","A","1982",14663.1551,
"FIN","GFCF","TOT","MLN_USD","A","1983",15931.8761,
"FIN","GFCF","TOT","MLN_USD","A","1984",16126.3786,
"FIN","GFCF","TOT","MLN_USD","A","1985",17447.799,
"FIN","GFCF","TOT","MLN_USD","A","1986",17927.7949,
"FIN","GFCF","TOT","MLN_USD","A","1987",19614.7608,
"FIN","GFCF","TOT","MLN_USD","A","1988",22358.4693,
"FIN","GFCF","TOT","MLN_USD","A","1989",26473.7565,
"FIN","GFCF","TOT","MLN_USD","A","1990",26840.3133,
"FIN","GFCF","TOT","MLN_USD","A","1991",22745.396,
"FIN","GFCF","TOT","MLN_USD","A","1992",19315.9149,
"FIN","GFCF","TOT","MLN_USD","A","1993",16919.7842,
"FIN","GFCF","TOT","MLN_USD","A","1994",17497.6224,
"FIN","GFCF","TOT","MLN_USD","A","1995",19241.9965,
"FIN","GFCF","TOT","MLN_USD","A","1996",21078.1421,
"FIN","GFCF","TOT","MLN_USD","A","1997",23907.9299,
"FIN","GFCF","TOT","MLN_USD","A","1998",26955.8175,
"FIN","GFCF","TOT","MLN_USD","A","1999",28710.6319,
"FIN","GFCF","TOT","MLN_USD","A","2000",31944.3497,
"FIN","GFCF","TOT","MLN_USD","A","2001",33072.6146,
"FIN","GFCF","TOT","MLN_USD","A","2002",32131.0016,
"FIN","GFCF","TOT","MLN_USD","A","2003",32947.482,
"FIN","GFCF","TOT","MLN_USD","A","2004",36298.1653,
"FIN","GFCF","TOT","MLN_USD","A","2005",38531.8229,
"FIN","GFCF","TOT","MLN_USD","A","2006",41260.678,
"FIN","GFCF","TOT","MLN_USD","A","2007",48182.447,
"FIN","GFCF","TOT","MLN_USD","A","2008",51796.6445,
"FIN","GFCF","TOT","MLN_USD","A","2009",45998.3149,
"FIN","GFCF","TOT","MLN_USD","A","2010",45541.307,
"FIN","GFCF","TOT","MLN_USD","A","2011",48748.0045,
"FIN","GFCF","TOT","MLN_USD","A","2012",49103.1612,
"FIN","GFCF","TOT","MLN_USD","A","2013",47586.742,
"FIN","GFCF","TOT","MLN_USD","A","2014",46601.4699,
"FIN","GFCF","TOT","MLN_USD","A","2015",47226.1457,
"FIN","GFCF","TOT","MLN_USD","A","2016",51306.1922,
"FRA","GFCF","TOT","MLN_USD","A","1960",19028.1141,
"FRA","GFCF","TOT","MLN_USD","A","1961",21344.5986,
"FRA","GFCF","TOT","MLN_USD","A","1962",23165.3097,
"FRA","GFCF","TOT","MLN_USD","A","1963",25638.1633,
"FRA","GFCF","TOT","MLN_USD","A","1964",28828.1538,
"FRA","GFCF","TOT","MLN_USD","A","1965",31613.5879,
"FRA","GFCF","TOT","MLN_USD","A","1966",34881.3501,
"FRA","GFCF","TOT","MLN_USD","A","1967",38197.0594,
"FRA","GFCF","TOT","MLN_USD","A","1968",41450.5297,
"FRA","GFCF","TOT","MLN_USD","A","1969",46565.3831,
"FRA","GFCF","TOT","MLN_USD","A","1970",49402.7096,
"FRA","GFCF","TOT","MLN_USD","A","1971",55130.4441,
"FRA","GFCF","TOT","MLN_USD","A","1972",60384.3999,
"FRA","GFCF","TOT","MLN_USD","A","1973",68352.8792,
"FRA","GFCF","TOT","MLN_USD","A","1974",79468.3177,
"FRA","GFCF","TOT","MLN_USD","A","1975",81437.9386,
"FRA","GFCF","TOT","MLN_USD","A","1976",88112.2295,
"FRA","GFCF","TOT","MLN_USD","A","1977",93348.4827,
"FRA","GFCF","TOT","MLN_USD","A","1978",101962.0985,
"FRA","GFCF","TOT","MLN_USD","A","1979",113947.6938,
"FRA","GFCF","TOT","MLN_USD","A","1980",130682.036,
"FRA","GFCF","TOT","MLN_USD","A","1981",141393.0152,
"FRA","GFCF","TOT","MLN_USD","A","1982",149591.86,
"FRA","GFCF","TOT","MLN_USD","A","1983",148587.7974,
"FRA","GFCF","TOT","MLN_USD","A","1984",151580.0656,
"FRA","GFCF","TOT","MLN_USD","A","1985",158119.3988,
"FRA","GFCF","TOT","MLN_USD","A","1986",165409.3243,
"FRA","GFCF","TOT","MLN_USD","A","1987",179070.8231,
"FRA","GFCF","TOT","MLN_USD","A","1988",200882.9628,
"FRA","GFCF","TOT","MLN_USD","A","1989",222982.7473,
"FRA","GFCF","TOT","MLN_USD","A","1990",240198.4695,
"FRA","GFCF","TOT","MLN_USD","A","1991",248550.0243,
"FRA","GFCF","TOT","MLN_USD","A","1992",245996.7889,
"FRA","GFCF","TOT","MLN_USD","A","1993",234649.548,
"FRA","GFCF","TOT","MLN_USD","A","1994",241918.4758,
"FRA","GFCF","TOT","MLN_USD","A","1995",247798.1439,
"FRA","GFCF","TOT","MLN_USD","A","1996",253153.5489,
"FRA","GFCF","TOT","MLN_USD","A","1997",260148.9227,
"FRA","GFCF","TOT","MLN_USD","A","1998",279503.9543,
"FRA","GFCF","TOT","MLN_USD","A","1999",306005.6378,
"FRA","GFCF","TOT","MLN_USD","A","2000",341700.2928,
"FRA","GFCF","TOT","MLN_USD","A","2001",363855.3476,
"FRA","GFCF","TOT","MLN_USD","A","2002",369392.7433,
"FRA","GFCF","TOT","MLN_USD","A","2003",368437.6186,
"FRA","GFCF","TOT","MLN_USD","A","2004",389233.2167,
"FRA","GFCF","TOT","MLN_USD","A","2005",420010.5055,
"FRA","GFCF","TOT","MLN_USD","A","2006",463548.4779,
"FRA","GFCF","TOT","MLN_USD","A","2007",505695.3279,
"FRA","GFCF","TOT","MLN_USD","A","2008",533095.16,
"FRA","GFCF","TOT","MLN_USD","A","2009",495784.0316,
"FRA","GFCF","TOT","MLN_USD","A","2010",517046.5445,
"FRA","GFCF","TOT","MLN_USD","A","2011",548594.2847,
"FRA","GFCF","TOT","MLN_USD","A","2012",555614.9473,
"FRA","GFCF","TOT","MLN_USD","A","2013",574967.3018,
"FRA","GFCF","TOT","MLN_USD","A","2014",582725.9613,
"FRA","GFCF","TOT","MLN_USD","A","2015",591664.4264,"P"
"FRA","GFCF","TOT","MLN_USD","A","2016",609033.4142,"P"
"DEU","GFCF","TOT","MLN_USD","A","1970",92023.6888,"E"
"DEU","GFCF","TOT","MLN_USD","A","1971",102098.1362,"E"
"DEU","GFCF","TOT","MLN_USD","A","1972",108646.7681,"E"
"DEU","GFCF","TOT","MLN_USD","A","1973",113476.0772,"E"
"DEU","GFCF","TOT","MLN_USD","A","1974",112335.1656,"E"
"DEU","GFCF","TOT","MLN_USD","A","1975",115364.4372,"E"
"DEU","GFCF","TOT","MLN_USD","A","1976",126754.3279,"E"
"DEU","GFCF","TOT","MLN_USD","A","1977",140805.1829,"E"
"DEU","GFCF","TOT","MLN_USD","A","1978",158784.3945,"E"
"DEU","GFCF","TOT","MLN_USD","A","1979",185754.6326,"E"
"DEU","GFCF","TOT","MLN_USD","A","1980",211051.6104,"E"
"DEU","GFCF","TOT","MLN_USD","A","1981",221544.7594,"E"
"DEU","GFCF","TOT","MLN_USD","A","1982",221116.3162,"E"
"DEU","GFCF","TOT","MLN_USD","A","1983",235768.2083,"E"
"DEU","GFCF","TOT","MLN_USD","A","1984",246155.2443,"E"
"DEU","GFCF","TOT","MLN_USD","A","1985",254211.1606,"E"
"DEU","GFCF","TOT","MLN_USD","A","1986",263833.8459,"E"
"DEU","GFCF","TOT","MLN_USD","A","1987",276268.2045,"E"
"DEU","GFCF","TOT","MLN_USD","A","1988",299848.6835,"E"
"DEU","GFCF","TOT","MLN_USD","A","1989",333252.0079,"E"
"DEU","GFCF","TOT","MLN_USD","A","1990",376240.8039,"E"
"DEU","GFCF","TOT","MLN_USD","A","1991",416458.292,
"DEU","GFCF","TOT","MLN_USD","A","1992",437773.599,
"DEU","GFCF","TOT","MLN_USD","A","1993",424003.0198,
"DEU","GFCF","TOT","MLN_USD","A","1994",444569.3387,
"DEU","GFCF","TOT","MLN_USD","A","1995",449671.7994,
"DEU","GFCF","TOT","MLN_USD","A","1996",450822.3031,
"DEU","GFCF","TOT","MLN_USD","A","1997",454361.5315,
"DEU","GFCF","TOT","MLN_USD","A","1998",470695.6533,
"DEU","GFCF","TOT","MLN_USD","A","1999",495555.8206,
"DEU","GFCF","TOT","MLN_USD","A","2000",515503.9179,
"DEU","GFCF","TOT","MLN_USD","A","2001",509458.339,
"DEU","GFCF","TOT","MLN_USD","A","2002",484768.0545,
